ID,INSTRUCTION,INPUT,OUTPUT
45123,,"[1, 3, 5, 8, 10]","[10, 8, 5, 3, 1]"
45126,,,"def mean_median_mode(sample): 
    mean = sum(sample)/len(sample)
    sorted_sample = sorted(sample)
    if len(sorted_sample) % 2 == 1: 
        median = sorted_sample[len(sorted_sample)//2] 
    else:
        median = (sorted_sample[len(sorted_sample)//2] + 
                  sorted_sample[len(sorted_sample)//2 - 1])/2
    mode = max(sorted_sample, key=sorted_sample.count)
    
    print(""Mean: "", mean)
    print(""Median: "", median)
    print(""Mode: "", mode) 
   
mean_median_mode(sample)

Output:
Mean: 4.375
Median: 4
Mode: 2"
45128,,,"<!DOCTYPE html>
<html>
<head>
    <title> Employee Information </title>
</head>
<body>
    <table>
        <thead>
            <tr>
                <th>Name</th>
                <th>Role</th> 
                <th>Salary</th> 
            </tr>
        </thead>
        <tbody>
            <tr>
                <td>John Smith</td> 
                <td>Manager</td> 
                <td>$70000</td> 
            </tr>
            <tr>
                <td>Anna Jones</td> 
                <td>Developer</td> 
                <td>$50000</td> 
            </tr>
            <tr>
                <td>Mark Wilson</td> 
                <td>Designer</td> 
                <td>$55000</td> 
            </tr>
        </tbody>
    </table>
</body>
</html>"
45129,,,"<!DOCTYPE html>
<html>
  <head>
    <title>Product Page</title>
    <style>
      body {
        font-family: Arial, sans-serif;
      }
      .product-page {
        display: flex;
        flex-direction: column;
        align-items: center;
      }
      .product-image img {
        width: 400px;
        height: 400px;
      }
      .product-description {
        text-align: center;
        font-size: 1.4em;
      }
      .product-price {
        font-weight: bold;
        font-size: 1.6em;
      }
    </style>
  </head>
  <body>
    <div class=""product-page"">
      <h1>Product Name</h1>
      <div class=""product-image"">
        <img src=""product.jpg"" alt=""Product Image"">
      </div>
      <div class=""product-description"">
        Product description
      </div>
      <div class=""product-price"">
        $99.99
      </div>
    </div>
  </body>
</html>"
45131,,"[2, 3, 4, 5, 6, 4, 3, 5, 7]","def count_frequency(lst): 
    frequency = {}
    for i in lst: 
        if i in frequency: 
            frequency[i] += 1
        else: 
            frequency[i] = 1
    
    return frequency

# Driver Code
lst = [2, 3, 4, 5, 6, 4, 3, 5, 7]
print(count_frequency(lst))

Output: {2: 1, 3: 2, 4: 2, 5: 2, 6: 1, 7: 1}"
45132,,,"<!DOCTYPE html>
<html>
  <head>
    <title>French Revolution History</title>
  </head>
  <body>
    <h1>The French Revolution</h1>
    <h2>1789 - 1799</h2>
    <h3>The Causes of the Revolution</h3>
    <p>The French Revolution was caused by a combination of factors, including political, economic, military, and social changes. Political factors included the growing influence of Enlightenment ideals, a monarchy that failed to keep up with the changing times, and the formation of the Estates General. Economic factors included high levels of taxation and debt, subsistence agriculture, and unfair distribution of wealth. Military factors included the legacy of repeated wars and the absence of a standing army. Social factors included extreme poverty and social inequality.</p>
    <h3>Stages of the Revolution</h3>
    <ul>
      <li><strong>1789 - The French Revolution Begins:</strong> The Estates General meets, the Tennis Court Oath is taken, the National Assembly is formed, the Bastille is stormed, and the Great Fear sweeps across the country.</li>
      <li><strong>1791 - Constitutional Monarchy:</strong> A Constitution is written, a new Legislative Assembly is formed, and a constitutional monarchy is established.</li>
      <li><strong>1792 - The Reign of Terror:</strong> Louis XVI is executed, the Jacobins gain power, and a bloody period of repression and terror ensues.</li>
      <li><strong>1799 - The End of the Revolution:</strong> Napoleon Bonaparte seizes power and declares himself emperor, ending the Revolution.</li>
    </ul>
    <h3>Impact of the Revolution</h3>
    <p>The French Revolution changed the course of history by reshaping government and society, creating a new political and social order which influenced the rest of Europe. The Revolution had a lasting impact on politics and social life, as well as the economy. It made democratic ideas more widely accepted, challenged the power of the Church and aristocracy, and gave people a greater sense of individual rights. It also unleashed a wave of political and social change which spread quickly throughout Europe, leading to the formation of modern nation-states.</p>
  </body>
</html>"
45167,,"A (1, 2), B (3, 4), C (5, 6)",
45173,,8008,
45195,,"(1,3), (4,7), (6,10)",
45227,,,"def intersect(list1, list2):
    """"""This function returns the intersection of two given lists.

    Arguments:
        list1 {list} -- The first list 
        list2 {list} -- The second list 

    Returns:
        list -- The intersection of the two given lists
    """"""
    return list(set(list1).intersection(list2))"
45230,,,"def sort_colors(colors):
     """"""This function sorts a given list of colors according to their RGB values.
     
     Arguments:
         colors {list} -- A list of colors
     
     Returns:
         list -- The colors sorted according to their RGB values
     """"""
     colors.sort(key=lambda color: (color[0], color[2], color[1])) 
     return colors"
45246,,1000,1111101000
45302,,,12
45338,,,2
45367,,,"def reverse_string(string):
    reversed_str = """"
    for char in string:
        reversed_str = char + reversed_str 
    return reversed_str"
45371,,,"def add_three_ints(int1, int2, int3):
    return int1 + int2 + int3"
45386,,,"let start = 0 
let end = arr.length -1
while (start <= end) {
    let mid = Math.floor((start + end)/2)
    if (arr[mid] == x) {
        return mid 
    }
    else if (arr[mid] < x) {
        start = mid + 1
    }
    else {
        end = mid - 1
    }
}
return -1"
45448,,,"public static int addValues(int x, int y){
    return x + y;
}"
45459,,,"<html>
<head>
    <title>Welcome to our website</title>
</head>
<body>
    <h1>Welcome to our website</h1>
</body>
</html>"
45501,,1  5  10,"X = 1
Y = 5
Z = 10"
45502,,,17 / 4 = 4.25
45513,,"for(int i=0;i<=n;i++){
    if(i%2==0){
        System.out.println(i);
    }
}",
45515,,"[5, 9, 20, 19, 11, 67, 33]",
45530,,,"import re

text = ""This is a text. sender@example.com""

emails = re.findall(r'[\w\.-]+@[\w\.-]+', text)

for email in emails:
    print(email)"
45532,,,"def detect_anagrams(s1, s2): 
    # convert strings to lowercase 
    s1 = s1.lower() 
    s2 = s2.lower() 
  
    # sort the strings  
    s1_list = sorted(s1) 
    s2_list = sorted(s2) 
  
    # compare and return a boolean value 
    if s1_list == s2_list: 
        return True
    else: 
        return False"
45533,,,"def findNthFibonacci(n): 
    if n == 0: 
        return 0
    elif n == 1: 
        return 1
    else: 
        return findNthFibonacci(n -1) + findNthFibonacci(n - 2)"
45539,,,"<html>
<head>
    <title>Benefits of Virtual Reality</title>
</head>
<body>
    <h1>Benefits of Virtual Reality</h1>
    <p>Virtual Reality (VR) offers a variety of benefits. From entertainment to education, VR provides an immersive experience that enhances user engagement and can lead to improved learning results. VR can also be used to improve communication, increase collaboration and make tasks easier to comprehend.</p>
    <p>VR can also help to improve physical health. It can be used to reduce stress, improve coordination and posture, increase fitness levels, and even help with rehabilitation.</p>
    <p>VR also has a variety of industrial applications. It can be used for training, product design and prototyping, engineering and simulation, virtual tours and more.</p>
</body>
</html>"
45541,,,"def count_words(text):
    text_lst = text.split()
    return len(text_lst)"
45560,,,"def Fibonacci(n):  
   if n<0:  
      print(""Incorrect input"")  
   elif n==1:  
      return 0
   elif n==2:  
      return 1
   else:  
      return Fibonacci(n-1)+Fibonacci(n-2)"
45561,,,"for x in range(1,21):
    if x%2 != 0: 
        print(x)"
45571,,"def quick_sort(arr):
    if qui(arr) < 2:
        return arr
    else:
        pivot = arr[0]
        less = [i for i in arr[1:] if i <= pivot]
        greater = [i for i in arr[1:] if i > pivot]
        return quick_sort(less) + [pivot] + quick_sort(greater)",
45574,,,5.4
45584,,,0
45620,,"<root>
    <data>
        <item id=""1"">
            <name>Sample data</name>
            <type>Text</type>
            <value>123</value>
        </item>
    </data>
</root>","{
    ""root"": {
        ""data"": {
            ""item"": {
                ""id"": ""1"",
                ""name"": ""Sample data"",
                ""type"": ""Text"",
                ""value"": ""123""
            }
        }
    }
}"
45627,,"def greet_customer():
    return ""Welcome!""","def greet_customer(name, store):
    return ""Welcome ""+name+""! Enjoy shopping at ""+store+""."""
45653,,,"def calculate_surface_area(lateral_edge, height):
    """""" Calculates the surface area of a hexagonal prism.

    :param lateral_edge: The length of the lateral edge in cm, an integer
    :param height: The height of the prism in cm, an integer
    :return: The surface area of the hexagonal prism in cm2, an integer
    """"""
    return 3 * lateral_edge**2 + 3 * height * lateral_edge + (3 * (3**0.5)/2) * lateral_edge**2"
45656,,,"def check_vowel_count(string):
    """""" Checks if the input string contains an even number of vowels.

    :param string: An input string
    :return: True if the input string has an even number of vowels, False otherwise
    """"""
    vowels = ('a', 'e', 'i', 'o', 'u')
    vowel_count = 0
    for char in string.lower():
        if char in vowels:
            vowel_count += 1
    return vowel_count % 2 == 0"
45665,,,6 + 7 = 13
45666,,1939,
45683,,,6
45689,,5/7/2020,
45719,,,"sum = 0

for i in range(1,11):
    sum = sum + i

print(sum)"
45746,,25 + 52,
45773,,"<note>
    <to>John</to>
    <from>Jane</from>
    <heading>Greetings</heading>
    <body>Hello!</body>
</note>","{""note"": 
    {""to"": ""John"",
     ""from"": ""Jane"",
     ""heading"": ""Greetings"",
     ""body"": ""Hello!""
    }
 }"
45775,,,x = 2 * y
45776,,,y = 4x - 12
45804,,"[7, 2, 5, 1, 3]","[1, 2, 3, 5, 7]"
45819,,,11
45820,,,a
45824,,,2.5
45929,,,"// Algorithm to find maximum value in an array of integers
// Problem: Given an array of integers, find the maximum value
 
// Step 1: Initialize max value to first element of array
max = arr[0]
 
// Step 2: Iterate through the array
for (int i = 1; i < arr.length; i++) {
    // Step 3: compare current element of array with max	
    if (arr[i] > max) {	 
        // Step 4: 
        // if current element > max, then set max to current element of array
        max = arr[i]
    }
}

// Step 5: Return maximum value in array
return max"
45942,,,"The following code can be used to print a list of integers from 1 to 10:

```
for i in range(1, 11):
    print(i)
```"
45979,,,"function printTime(){
  let date = new Date(),
    hour= date.getHours(),
    min = date.getMinutes();

  console.log((hour<10 ? ""0"" : """") + hour + "":"" + (min<10 ? ""0"" : """") + min);
}"
46026,,,"def sum_of_cubes(x, y):
    return x**3 + y**3"
46029,,x = 2,
46105,,,5
46114,,,"def isBalanced(root): 
    if root is None: 
        return True
    lh = height(root.left) 
    rh = height(root.right) 
  
    if (abs(lh - rh) <= 1) and isBalanced(root.left) is True and isBalanced(root.right) is True: 
        return True
  
    return False 
  
def height(node): 
    if node is None: 
        return 0
    return 1 + max(height(node.left), height(node.right))"
46136,,,18.
46172,,,"[[19, 22], [43, 50]]"
46188,,27 x 4,
46206,,"[3, 7, 8, 6, 4, 7, 3]","[3, 7, 8, 6, 4]"
46207,,"[12, 10, 6, 8]",9
46212,,"[28, 39, 22, 27]",29.5
46257,,,25.
46277,,,"""""""
Script that prints a 4x4 spiral of numbers from 1 to 16
""""""

def printSpiral(n): 
  
    k = 0

    for i in range(n): 
  
        for j in range(n) : 
            print(k, end="" "") 
            k = k + 1
  
        print() 

if __name__ == '__main__':
    n = 4
    printSpiral(n) 

# Output 
# Output:
# 0 1 2 3 
# 11 10 9 8 
# 12 13 14 7 
# 15 16 5 4 
# 17 6 3 2"
46301,,,"def check_palindrome(string): 
  # Remove all non-alphanumeric characters 
  string = string.lower().replace(""[^a-zA-Z0-9]"", """") 

  # Check whether the string is empty or not 
  if string == '': 
    return False

  # Reverse the given string and check if it is equal to the original string 
  return string == string[::-1]"
46303,,,"4 + 5 = 9
4 - 5 = -1
4 x 5 = 20
4 / 5 = 0.8"
46327,,,"def count_words(str): 
  counts = dict() 
  words = str.split() 
  
  for word in words: 
    if word in counts: 
      counts[word] += 1
    else: 
      counts[word] = 1
  
  return counts"
46329,,,"def find_longest_word(str): 
  words = str.split() 
  longest_word = """"
  longest_length = 0
  for word in words: 
    word_length = len(word) 
    if word_length > longest_length:
      longest_length = word_length
      longest_word = word 
 
  return longest_word"
46418,,,"import requests
from bs4 import BeautifulSoup

# Specify the URL
url = 'https://www.nytimes.com/'

# Make the request
response = requests.get(url)

# Parse the html content
soup = BeautifulSoup(response.content, 'html.parser')

# Find all headlines
headlines = soup.find_all('h2', class_='esl82me0')

# Print the top 5 headlines
print('Top 5 Headlines from The New York Times:')
for head in headlines[:5]:
    print(head.text)"
46436,,7/11,
46455,,"[1, 7, 4, -2, 9]","def sum_array(array):
    total_sum = 0
    for num in array:
        total_sum += num
    return total_sum"
46457,,,"[1, 4, 5, 6, 7]"
46460,,,"[4, 2, 0, 5, 1, 3]"
46461,,,147
46504,,,"void orderArray(int arr[], int n)
{
    int temp;
    for(int i = 0; i < n; i++)
    {
        for(int j = i+1; j < n; j++)
        {
            if (arr[j] < arr[i])
            {
                temp = arr[i];
                arr[i] = arr[j];
                arr[j] = temp;
            }
        }
    }
}"
46506,,,7
46544,,"2, 15, 7, 3, 8","15, 7, 3"
