ID,PT,tokens_est_instance,tokens_est_id
30869out,"Esta receita de brownies de chocolate e avelã é deliciosa e agradará a qualquer pessoa que goste de doces. Comece pré-aquecendo o forno a 350F e unte uma assadeira quadrada de 9 polegadas. Em uma tigela grande, misture 1/2 xícara de manteiga e 1 xícara de açúcar. Bata 2 ovos e 2 colheres de chá de extrato de baunilha. Em uma tigela separada, misture 1 xícara de farinha, 1/4 colher de chá de fermento em pó, 1/4 colher de chá de sal, 1/2 xícara de cacau em pó, 1/2 xícara de avelãs e 1/2 xícara de gotas de chocolate. Adicione a mistura de farinha à mistura de manteiga e bata até combinar. Despeje a massa na assadeira untada e leve ao forno por 25-30 minutos. Aproveite!",265,3
30870out,"As cinco principais atrações turísticas de Tóquio são Tokyo Skytree, o Palácio Imperial, o Mercado de Peixes de Tsukiji, o Templo Senso-ji e o Santuário Meiji. O Tokyo Skytree é a estrutura mais alta do Japão e oferece vistas espetaculares da cidade. O Palácio Imperial é a residência do Imperador do Japão e oferece aos visitantes um vislumbre da vida tradicional da propriedade. O Mercado de Peixes de Tsukiji é o maior e mais movimentado mercado de peixes do mundo. O Templo Senso-ji é um templo budista no distrito de Asakusa e existe há séculos. O Santuário Meiji é um santuário xintoísta dedicado ao Imperador e à Imperatriz do Japão.",234,3
30871out,Você tem uma maçã que sobrou.,13,3
17769ins,"Dada uma avaliação de cliente e uma lista de cinco classificações de 1 a 5, gere um resumo que inclua quatro pontos-chave.\nA saída deve incluir:",60,3
17770ins,Produza o artista musical da seguinte música:,16,3
17771ins,Exiba a lista de estados nos EUA que permitem o casamento entre pessoas do mesmo sexo.,30,3
17772ins,"Classifique o seguinte som como animal, humano ou não vivo.",21,3
17773ins,"Dada a consulta de um usuário, componha uma frase que responda à consulta.",26,3
17774ins,"Dada uma lista de itens de estoque, informe o preço de cada item.",25,3
17775ins,Classifique o tipo de produto listado na entrada a seguir.,19,3
17776ins,Encontre as palavras com maior e menor quantidade de letras na entrada a seguir.,27,3
17777ins,Gere uma declaração sobre os benefícios de um carro autônomo.,24,3
20427ins,Avalie o seguinte argumento: É importante dar atenção às necessidades e percepções do cliente.,36,3
20428ins,Identifique um problema relacionado ao tópico em questão.,19,3
20429ins,Proponha uma solução para o seguinte problema: Enviar mensagens de texto enquanto dirige aumenta o risco de acidentes.,43,3
20430ins,Explique a diferença entre Aprendizado de Máquina e Inteligência Artificial.,27,3
20431ins,Qual é a melhor alternativa ao aprendizado profundo?,17,3
20432ins,Preveja o que vai acontecer no futuro no Processamento de Linguagem Natural.,24,3
20433ins,Refatore este código para tornar o código mais simples.,21,3
20434ins,Transforme esta frase em uma figura de linguagem que compara dois elementos distintos sem usar conectivos comparativos.,37,3
20435ins,Sincronize as seguintes frases:,12,3
20436ins,"Reescreva esta frase para conter uma palavra com a mesma pronúncia, mas grafia e significado diferentes",36,3
20437ins,Declare a estrutura de uma redação de 5 parágrafos,21,3
20438ins,Escreva uma redação de 150 palavras sobre a importância do aprendizado auxiliado por computador.,33,3
20440ins,"Traduza \""Il fait beau\"" para o inglês.",18,3
20441ins,Quais das seguintes linguagens de computador são linguagens de programação orientadas a objetos?,31,3
20442ins,Escreva um tweet sobre a recente crise econômica.,18,3
20443ins,"Parafraseie a seguinte frase: \""Não acredito em como o tempo passou muito rápido.\""",34,3
20444ins,"Organize a seguinte lista em ordem alfabética: caneta, carro, maçã, casa.",30,3
20445ins,Cite os três estados bálticos.,14,3
20446ins,Identifique dois fatores que influenciam a velocidade das conexões de rede sem fio.,30,3
20447ins,Gere uma frase aleatória com base no contexto fornecido:\nEla atravessou o campo.,30,3
20448ins,Gere cinco dicas para ensinar inglês.,15,3
20449ins,Adicione a classificação de picante à receita abaixo.,20,3
20450ins,Escreva um ensaio de opinião sobre filhotes.,17,3
20451ins,"Crie um exemplo engraçado para a expressão idiomática \""Assumir mais responsabilidades do que se consegue lidar\"".",38,3
20452ins,Sugira três adjetivos para descrever a primavera.,19,3
20453ins,Crie uma interface de voz para pedir uma pizza.,15,3
20454ins,"Qual é o significado da frase \""Algo que parece valioso, mas não tem valor real\""?",28,3
20455ins,Cite um tipo de instrumento musical.,10,3
20456ins,"Reformule a frase \""Uma pessoa não visita Roma duas vezes\"" para torná-la mais concisa.",32,3
20457ins,Descreva os sabores e a textura de uma manga.,15,3
20458ins,Conte a história do caminho que um herói percorre.,19,3
20459ins,Categorize a seguinte lista de itens em dois grupos com base nos critérios escolhidos.,30,3
20460ins,"Traduza \""Ich bin ein Berliner\"" para o inglês.",20,3
20557ins,Crie um algoritmo que divida uma determinada matriz de números em dois conjuntos de modo que a soma dos elementos em cada conjunto seja a mesma.,49,3
20558ins,"Descubra o significado da palavra \""epifania\"".",16,3
20559ins,Dê um exemplo de como resolver esta equação.,17,3
20560ins,Crie uma lista de 10 maneiras novas e interessantes de usar um martelo.,26,3
20561ins,Crie um método de criptografia que transforme a seguinte mensagem em um código secreto.,33,3
20562ins,Sugira o uso de aprendizado de máquina para uma loja de varejo.,26,3
20563ins,Crie uma história sobre um leão que possui coragem e conquista uma terra.,26,3
20667ins,Explique o que são dados protegidos por criptografia,18,3
20668ins,"Dê o antônimo de \""amigável\""",14,3
20669ins,"Encontre a palavra francesa para \""gato\""",15,3
20670ins,"Classifique este filme como comédia, terror ou ação: O filme \""O Iluminado\""",29,3
20671ins,Construa uma nova frase que use a mesma palavra em um contexto diferente.,26,3
20672ins,Calcule o número total de alunos em um auditório com 65 cadeiras.,24,3
20673ins,Reconheça o texto a seguir como um exemplo de qual recurso literário.,25,3
20674ins,Pense e discuta sobre cinco desafios que podem ser causados pelo aquecimento global.,27,3
20675ins,Escreva uma função que calcule a média de três números,24,3
20779ins,Classifique a frase a seguir como uma afirmação positiva ou negativa.,27,3
20780ins,Identifique o tipo de dispositivo usado para produzir o seguinte som.,23,3
20781ins,Identifique a forma de conversão de energia que ocorre quando a energia é convertida da forma elétrica para a mecânica.,38,3
20782ins,"Dado um parágrafo, edite-o para reduzir o seu tamanho, removendo uma das frases, mas preservando a mensagem principal.",44,3
20783ins,Gerar uma estratégia para reduzir a produção de resíduos por uma empresa.,29,3
20784ins,"Dadas duas palavras, gere um título de filme.",19,3
22646ins,Descreva as diferenças entre a Língua de Sinais Americana e a Língua de Sinais Britânica.,35,3
22647ins,Explique como criar uma senha segura.,15,3
22648ins,"Escreva um resumo de três frases do romance O Senhor das Moscas, de William Golding.",27,3
22649ins,Identifique os erros na seguinte frase: Ela me ajudou com meus deveres de casa.,30,3
22651ins,Quais são os passos para capinar um jardim?,15,3
22652ins,Quais documentos preciso para solicitar um cartão de crédito?,18,3
22753ins,"Analise a seguinte afirmação: \""A tecnologia está mudando o mundo, de forma positiva ou negativa\""",39,3
22754ins,Sugira uma maneira de economizar energia em um hospital,17,3
22755ins,Descreva o propósito da análise de trabalho,17,3
22756ins,Explique o conceito de feedback construtivo,11,3
22757ins,Quais são os cinco principais produtos que uma empresa de câmeras líder de mercado como a Nikon ofereceria?,39,3
22758ins,"Identifique o tema presente no poema de Shakespeare \""Soneto 18\"".",19,3
22759ins,Escreva uma descrição curta sobre os benefícios de aprender uma língua estrangeira.,31,3
22860ins,Identifique o tema principal da peça ‘Macbeth’ de William Shakespeare.,21,3
22861ins,Crie uma lista dos melhores pontos de surfe ao redor do mundo.,23,4
22862ins,Qual é a expectativa de vida média de um elefante africano?,22,4
22863ins,Descreva a teoria da relatividade em 3 frases.,15,4
22864ins,Colete 10 itens domésticos que podem ser reciclados.,18,3
22865ins,Descreva os passos para fazer torradas francesas.,16,3
22866ins,Cite 5 patógenos comuns causadores de doenças.,18,3
22867ins,Descreva estratégias de comunicação eficazes.,19,3
22868ins,Gere 10 perguntas sobre nutrição.,14,3
22869ins,Pesquise sobre a cidade antiga de Petra e resuma sua história em 3 frases.,27,3
22870ins,Liste 5 dicas para melhorar suas habilidades de falar em público.,25,3
22871ins,Como ocorre a mutação genética?,14,3
22973ins,"Dada uma lista de substantivos, gere uma frase que faz sentido de 5 palavras que comece com um adjetivo.",36,3
22974ins,"Dada uma frase e uma palavra que será usada como base, gere uma nova frase usando a palavra que será usada como base.",44,3
22975ins,"Dada uma frase, edite-a para torná-la que cause maior impacto e interesse no leitor.",31,3
22976ins,"Dado um artigo de notícias satírico, escreva um resumo de 1 frase do artigo.",29,3
22977ins,"Dada uma conversa de exemplo, continue a conversa.",15,3
22978ins,"Dadas duas palavras, crie uma palavra composta que as junte.",22,3
22979ins,"Dada uma frase, analise a frase e gere um resumo.",19,3
22980ins,Crie um diagrama de conversação que leve a um item prático no final.,22,3
22981ins,Categorize a lista de frutas fornecida como frutas vermelhas ou cítricas.,29,4
22982ins,Imagine que você está visitando um país estrangeiro. Descreva que tipo de atividade de férias você gostaria de fazer.,39,4
23082ins,Resolva esta equação matemática 3x + 6 = 24,20,3
23083ins,Apresente-se de forma concisa.,11,3
23084ins,Escolha um item da sua casa e descreva-o com três adjetivos.,25,3
23085ins,Encontre um valor numérico para o seguinte termo.,19,3
23086ins,Classifique a frase dada como representativa das visões do Partido Democrata ou do Partido Republicano.,32,3
23087ins,Gerar uma forma de transporte público para conectar duas cidades.,23,3
23191ins,Desenvolva uma solução para registrar o tempo de entrada e saída dos funcionários.,29,3
23192ins,Cite 5 direitos fundamentais dos cidadãos dos EUA.,17,3
23193ins,Identifique uma questão ética com a seguinte frase.,19,3
33716ins,Detecte e classifique automaticamente o texto a seguir se ele expressa um sentimento positivo ou negativo:,31,3
33717ins,Liste cinco tecnologias significativas que estão mudando a maneira como vivemos.,27,3
33718ins,Que medidas uma empresa deve tomar para proteger seus dados armazenados em servidores conectados à internet?,33,3
33719ins,Gere uma postagem de blog sobre como a tecnologia está mudando a forma como as pessoas se comunicam,36,3
33720ins,"Categorize o seguinte artigo de notícias como \""trabalho\"" ou \""não trabalho\"".",32,3
33721ins,"Editando a frase a seguir para que o significado não seja alterado, mas mantendo a gramática correta.",33,3
33722ins,"Usando uma escala de pontuação de 1 a 5, classifique a seguinte avaliação de restaurante.",32,3
33723ins,Formule um conjunto de regras para participar de uma maratona beneficente.,21,3
33724ins,"Calcule a mediana dos seguintes números: 7, 8, 12, 15, 22",24,3
33725ins,Crie uma página da web para uma nova história de supermercado que incorpore os seguintes elementos.,35,3
33726ins,Liste as características de um mp3 player,13,3
33727ins,Cite duas vantagens e duas desvantagens das compras online,20,3
33728ins,Forneça um esboço para uma apresentação de 10 minutos sobre inteligência artificial,29,3
33729ins,Crie uma comparação específica de um computador com algo do seu próprio campo de atuação para explicar como um computador funciona,45,3
33730ins,"Calcule o preço líquido de um produto que custa US$ 85, após a redução do preço original em 15%.",36,3
33731ins,O que é o valor do dinheiro ao longo do tempo (TVM)?,20,3
33732ins,Crie um organograma para um restaurante.,11,3
33733ins,O que é uma carteira de criptomoedas?,15,3
33734ins,Explique como escrever um manual do usuário para um novo programa de software.,23,3
33735ins,Crie um programa de exercícios para pessoas que estão começando a se exercitar.,26,3
33736ins,Descubra o preço atual de um selo com o valor de envio mais baixo.,26,3
33738ins,Explique as diferenças entre grandezas escalares e vetoriais.,20,3
33739ins,Como você calcula o ângulo de incidência?,18,3
33740ins,Forneça três estratégias para delegação eficaz de tarefas.,26,3
33741ins,"Na lista de equações a seguir, escolha a equação que representa uma linha reta.",33,3
33742ins,Explique por que é importante para uma empresa ter uma boa declaração de missão.,26,3
33743ins,Resuma o impacto econômico da COVID-19.,16,3
