ID,PT
17196ins,Explique o conceito de “círculo dourado” nos negócios
17307ins,Reescreva esta frase em voz passiva: “João construiu o muro.
17308ins,Edite o texto a seguir para formar uma frase completa: “Descubra o que aconteceu ontem
39122ins,"Gere 3 títulos alternativos para o romance \""O Sol é para Todos\""."
49100ins,"Dê uma definição para o termo \""mudança de paradigma\""."
49209ins,"Explique a seguinte declaração: \""O projeto foi cancelado devido a restrições orçamentárias\""."
49212ins,"Avalie a seguinte afirmação: \""Aprender IA é um processo caro\""."
49428ins,Crie uma frase alternativa que rime para o seguinte:\n\nO tempo voará
49543ins,"Realize uma análise de sentimento sobre esta afirmação: \""Ela estava infeliz com suas notas baixas nos testes.\"""
49547ins,"Analise a seguinte afirmação: \""O aborto deveria ser ilegal\""."
49548ins,Construa um argumento contra a seguinte afirmação: “Todos deveriam dormir oito horas todas as noites”
49553ins,"Descreva o conceito de \""capital social\""."
51402ins,"Crie um trocadilho relacionado à palavra \""feliz\""."
51820ins,Descreva o significado da expressão idiomática “custar um braço e uma perna”.
13050inp,Anexar a foto
13769inp,Nós nos divertimos muito
13884inp,Maçã\nBanana\nLaranja\nUvas
31752inp,Ele comeu todos os pedaços de bolo na festa
10196out,"\""Como desbloquear seu potencial de escrita: dicas e truques simples para melhorar suas habilidades de escrita\"""
10199out,"\""Desbloqueando novas possibilidades: como a IA está revolucionando o setor financeiro\"""
10751out,"A frase \""once in a blue moon\"" é uma expressão idiomática que significa algo que não acontece com muita frequência, ou algo que é raro. É derivada do fato de que uma lua azul - a segunda lua cheia em um mês do calendário - é uma ocorrência rara."
11877out,"Os sinônimos da palavra \""apressado\"" são: apressado, apressado, rápido, veloz e precipitado."
49643out,Espaguete à bolonhesa.
20440ins,"Traduza \""Il fait beau\"" para o inglês."
20443ins,"Parafraseie a seguinte frase: \""Não acredito em quão rápido o ano passou.\"""
20670ins,"Classifique este filme como comédia, terror ou ação: \""O Iluminado\"""
22648ins,"Escreva um resumo de três frases do romance O Senhor das Moscas, de William Golding."
22649ins,Identifique os erros na seguinte frase: Ela me ajudou com meus deveres de casa.
22753ins,"Analise a seguinte afirmação: \""A tecnologia está mudando o mundo, para melhor ou para pior\"""
34570ins,"Reescreva a frase \""Ela trabalhou duro\"" para implicar o oposto"
34573ins,"Qual é a diferença entre \""bullying no local de trabalho\"" e \""assédio\""?"
36628ins,Gere uma frase original que comece com “Se ao menos”.
39560ins,"Crie um design de cartão de felicitações com \""Parabéns\"" escrito nele."
39568ins,"Crie um logotipo que transmita a ideia de \""Globetrotter.\"""
39877ins,Crie um exemplo de uma piada engraçada de toc-toc.
39984ins,"Pense em uma metáfora para explicar o que significa \""prosperidade.\"""
39986ins,"Descreva em uma frase o que significa o termo \""visualização de dados\""."
41290ins,"Explique o significado da expressão \""para onde há tristeza, há esperança\""."
43617ins,"Para a frase a seguir, crie uma pergunta que comece com a palavra \""which\""."
43622ins,"Sintetize uma frase que inclua as palavras \""política\"", \""vantagem\"" e \""tecnologia\""."
44654ins,"Transforme esta frase: \""O gato sentou no tapete\"""
45151ins,"Qual palavra descreve melhor a definição de \""integridade\""?"
45170ins,"Identifique a categoria lexical da palavra \""grand\""."
45174ins,"Identifique o homófono da palavra \""knight\""."
46510ins,"Realize uma análise de sentimento na frase: \""Eu odeio meu trabalho\""."
46517ins,"Indique o erro na frase \""Myles comeu pizza ontem\""."
46525ins,"Edite a frase substituindo a palavra \""so\"" para torná-la mais significativa."
49573ins,"Considerando a entrada do usuário \""Estou me sentindo solitário\"", gere uma citação relacionada à solidão."
13958inp,Esta é uma frase simples.
22709inp,O _____ da história é...
28835inp,Adoro ir à praia.
38852inp,"<image url=\""https://images.unsplash.com/photo-1531417049]]-7e90d76cb0f7?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=1411&q=80\""><image url=\""https://images.unsplash.com/photo-1518606373218-f86ab213729e?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=1414&q=80\""><image url=\""https://images.unsplash.com/photo-1481832208027-62f21df800c5?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=1500&q=80\"">"
10471out,"Um inimigo distante paira no horizonte,\nEus da luz lutam apesar do medo e da fadiga.\nInúmeros obstáculos barrando sua missão,\nEmbora pareçam enfraquecer, forças internas alcançam.\n\nRaízes de bravura sustentaram sua causa,\nEmbora muitos obstáculos empurrassem e puxassem.\nO barulho do coração abafou cada pausa,\nEscapando de cada luta mais forte e completo.\n\nA recompensa de seus trabalhos pensou clara e leve,\nA força das sombras ainda os mantinha afastados.\nAinda mais pressionados e cansados \u200b\u200bdurante a noite,\nO triunfo veio firmemente em uma exibição crescente.\n\nA paz de sua luta encontrada no brilho da manhã,\nElevando-se mais alto do que o fluxo e refluxo de qualquer força invisível."
10471out,"Um inimigo distante paira no horizonte,\nEus da luz lutam apesar do medo e da fadiga.\nInúmeros obstáculos barrando sua missão,\nEmbora pareçam enfraquecer, forças internas alcançam.\n\nRaízes de bravura sustentaram sua causa,\nEmbora muitos obstáculos empurrassem e puxassem.\nO barulho do coração abafou cada pausa,\nEscapando de cada luta mais forte e completo.\n\nA recompensa de seus trabalhos pensou clara e leve,\nA força das sombras ainda os mantinha afastados.\nAinda mais pressionados e cansados \u200b\u200bdurante a noite,\nO triunfo veio firmemente em uma exibição crescente.\n\nA paz de sua luta encontrada no brilho da manhã,\nElevando-se mais alto do que o fluxo e refluxo de qualquer força invisível."
10471out,"Um inimigo distante paira no horizonte,\nEus da luz lutam apesar do medo e da fadiga.\nInúmeros obstáculos barrando sua missão,\nEmbora pareçam enfraquecer, forças internas alcançam.\n\nRaízes de bravura sustentaram sua causa,\nEmbora muitos obstáculos empurrassem e puxassem.\nO barulho do coração abafou cada pausa,\nEscapando de cada luta mais forte e completo.\n\nA recompensa de seus trabalhos pensou clara e leve,\nA força das sombras ainda os mantinha afastados.\nAinda mais pressionados e cansados \u200b\u200bdurante a noite,\nO triunfo veio firmemente em uma exibição crescente.\n\nA paz de sua luta encontrada no brilho da manhã,\nElevando-se mais alto do que o fluxo e refluxo de qualquer força invisível."
10471out,"Um inimigo distante paira no horizonte,\nEus da luz lutam apesar do medo e da fadiga.\nInúmeros obstáculos barrando sua missão,\nEmbora pareçam enfraquecer, forças internas alcançam.\n\nRaízes de bravura sustentaram sua causa,\nEmbora muitos obstáculos empurrassem e puxassem.\nO barulho do coração abafou cada pausa,\nEscapando de cada luta mais forte e completo.\n\nA recompensa de seus trabalhos pensou clara e leve,\nA força das sombras ainda os mantinha afastados.\nAinda mais pressionados e cansados \u200b\u200bdurante a noite,\nO triunfo veio firmemente em uma exibição crescente.\n\nA paz de sua luta encontrada no brilho da manhã,\nElevando-se mais alto do que o fluxo e refluxo de qualquer força invisível."
10471out,"Um inimigo distante paira no horizonte,\nEus da luz lutam apesar do medo e da fadiga.\nInúmeros obstáculos barrando sua missão,\nEmbora pareçam enfraquecer, forças internas alcançam.\n\nRaízes de bravura sustentaram sua causa,\nEmbora muitos obstáculos empurrassem e puxassem.\nO barulho do coração abafou cada pausa,\nEscapando de cada luta mais forte e completo.\n\nA recompensa de seus trabalhos pensou clara e leve,\nA força das sombras ainda os mantinha afastados.\nAinda mais pressionados e cansados \u200b\u200bdurante a noite,\nO triunfo veio firmemente em uma exibição crescente.\n\nA paz de sua luta encontrada no brilho da manhã,\nElevando-se mais alto do que o fluxo e refluxo de qualquer força invisível."
10471out,"Um inimigo distante paira no horizonte,\nEus da luz lutam apesar do medo e da fadiga.\nInúmeros obstáculos barrando sua missão,\nEmbora pareçam enfraquecer, forças internas alcançam.\n\nRaízes de bravura sustentaram sua causa,\nEmbora muitos obstáculos empurrassem e puxassem.\nO barulho do coração abafou cada pausa,\nEscapando de cada luta mais forte e completo.\n\nA recompensa de seus trabalhos pensou clara e leve,\nA força das sombras ainda os mantinha afastados.\nAinda mais pressionados e cansados \u200b\u200bdurante a noite,\nO triunfo veio firmemente em uma exibição crescente.\n\nA paz de sua luta encontrada no brilho da manhã,\nElevando-se mais alto do que o fluxo e refluxo de qualquer força invisível."
10471out,"Um inimigo distante paira no horizonte,\nEus da luz lutam apesar do medo e da fadiga.\nInúmeros obstáculos barrando sua missão,\nEmbora pareçam enfraquecer, forças internas alcançam.\n\nRaízes de bravura sustentaram sua causa,\nEmbora muitos obstáculos empurrassem e puxassem.\nO barulho do coração abafou cada pausa,\nEscapando de cada luta mais forte e completo.\n\nA recompensa de seus trabalhos pensou clara e leve,\nA força das sombras ainda os mantinha afastados.\nAinda mais pressionados e cansados \u200b\u200bdurante a noite,\nO triunfo veio firmemente em uma exibição crescente.\n\nA paz de sua luta encontrada no brilho da manhã,\nElevando-se mais alto do que o fluxo e refluxo de qualquer força invisível."
10471out,"Um inimigo distante paira no horizonte,\nEus da luz lutam apesar do medo e da fadiga.\nInúmeros obstáculos barrando sua missão,\nEmbora pareçam enfraquecer, forças internas alcançam.\n\nRaízes de bravura sustentaram sua causa,\nEmbora muitos obstáculos empurrassem e puxassem.\nO barulho do coração abafou cada pausa,\nEscapando de cada luta mais forte e completo.\n\nA recompensa de seus trabalhos pensou clara e leve,\nA força das sombras ainda os mantinha afastados.\nAinda mais pressionados e cansados \u200b\u200bdurante a noite,\nO triunfo veio firmemente em uma exibição crescente.\n\nA paz de sua luta encontrada no brilho da manhã,\nElevando-se mais alto do que o fluxo e refluxo de qualquer força invisível."
10471out,"Um inimigo distante paira no horizonte,\nEus da luz lutam apesar do medo e da fadiga.\nInúmeros obstáculos barrando sua missão,\nEmbora pareçam enfraquecer, forças internas alcançam.\n\nRaízes de bravura sustentaram sua causa,\nEmbora muitos obstáculos empurrassem e puxassem.\nO barulho do coração abafou cada pausa,\nEscapando de cada luta mais forte e completo.\n\nA recompensa de seus trabalhos pensou clara e leve,\nA força das sombras ainda os mantinha afastados.\nAinda mais pressionados e cansados \u200b\u200bdurante a noite,\nO triunfo veio firmemente em uma exibição crescente.\n\nA paz de sua luta encontrada no brilho da manhã,\nElevando-se mais alto do que o fluxo e refluxo de qualquer força invisível."
10471out,"Um inimigo distante paira no horizonte,\nEus da luz lutam apesar do medo e da fadiga.\nInúmeros obstáculos barrando sua missão,\nEmbora pareçam enfraquecer, forças internas alcançam.\n\nRaízes de bravura sustentaram sua causa,\nEmbora muitos obstáculos empurrassem e puxassem.\nO barulho do coração abafou cada pausa,\nEscapando de cada luta mais forte e completo.\n\nA recompensa de seus trabalhos pensou clara e leve,\nA força das sombras ainda os mantinha afastados.\nAinda mais pressionados e cansados \u200b\u200bdurante a noite,\nO triunfo veio firmemente em uma exibição crescente.\n\nA paz de sua luta encontrada no brilho da manhã,\nElevando-se mais alto do que o fluxo e refluxo de qualquer força invisível."
